id;longitude;latitude;healthcare;name;speciality;operator_type;operational_status;addr_full;addr_street;addr_housenumber;addr_postcode;addr_city;addr_province;addr_country
693;-63.24138162;-32.40792995;hospital;Bockus - Centro Salud Digestiva;;;;;;;;;;Argentina
694;-58.27006613;-34.80867583;pharmacy;Bodega;;;;;;;;;;Argentina
695;-64.06768053;-30.70614997;pharmacy;Boetto;;;;;Bulevar Martin Allende;;5236;Villa del Totoral;;Argentina
696;-60.19666811;-33.35404808;pharmacy;Boffa;;;;;;;;;;Argentina
697;-58.46720304;-34.82015124;pharmacy;Boggian;;;;;;;;;;Argentina
698;-60.02295795;-34.90535354;pharmacy;Bogliolo;;;;;Avenida 22 de Octubre;184;6620;Chivilcoy;;Argentina
699;-60.56823176;-33.89215051;pharmacy;Boldrini;;;;;;;;;;Argentina
700;-64.19651901;-31.38469034;pharmacy;Bollati;;;;;Bulevar Los Granaderos;;;;;Argentina
701;-60.70561711;-31.61977381;pharmacy;Bolognesi;;;;;Avenida Facundo Zuviria;5079;3000;Santa Fe;Santa Fe;Argentina
702;-60.12392166;-31.95572107;pharmacy;Bolzan;;;;;Mariano Moreno;369;3117;Segui;;Argentina
703;-68.85181236;-32.90486281;pharmacy;Bombal Tribunales;;;;;Coronel Beltran;1812;;;;Argentina
704;-60.14082016;-33.37167941;hospital;BOMBEROS;;;;;;;;;;Argentina
705;-58.55081445;-34.49736733;laboratory;Bombicino Diagnosticos;;;;;Colectora Panamericana Este;2405;B1609HOT;San Isidro;Provincia de Buenos Aires;Argentina
706;-60.62985996;-32.9973038;pharmacy;Bonacci;;;;;Avenida Pedro de Castro Barros;5207;S2011;;;Argentina
707;-58.46108836;-34.62823667;pharmacy;Bonafide;;;;;;;;;;Argentina
708;-60.71844494;-31.64637202;pharmacy;Bonazola;;;;;Avenida Gobernador Freyre;2298;3000;Santa Fe;Santa Fe;Argentina
709;-60.698667;-31.62077804;pharmacy;Bonazzola Estefania;;;;;Avenida Aristobulo del Valle;5118;3000;Santa Fe;Santa Fe;Argentina
710;-64.42078924;-31.65835646;pharmacy;Bonciolini;;;;;;;;;;Argentina
711;-65.19875491;-26.82496645;pharmacy;BonFarma;;;;;Monteagudo;506;T4000ICL;San Miguel de Tucumán;Tucumán;Argentina
712;-62.10755713;-32.69243194;pharmacy;Bonifacio;;;;;;;;;;Argentina
713;-60.76332366;-31.66314613;pharmacy;Bonino;;;;;;;;;;Argentina
714;-57.93289242;-34.93776007;pharmacy;Bonvini;;;;;Avenida 13;1999;1900;La Plata;;Argentina
715;-57.92116773;-34.90921868;pharmacy;Bonvissuto;;;;;Calle 7;330;;;;Argentina
716;-60.70160737;-31.64067794;pharmacy;Bordignon;;;;;Suipacha;2310;3000;Santa Fe;Santa Fe;Argentina
717;-61.27879671;-31.90353241;pharmacy;Borghetti;;;;;General San Martin;;;;;Argentina
718;-57.90583815;-34.86559817;pharmacy;Boron;;;;;Avenida Horacio Cestino;579;1925;Ensenada;;Argentina
719;-58.47244517;-34.82295348;pharmacy;Bortolan;;;;;;;;;;Argentina
720;-57.94053001;-34.89708806;pharmacy;Borzi (nueva);;;;;Avenida 122;598;;;;Argentina
721;-55.9385173;-27.36663973;pharmacy;Boscarino;;;;;Avenida Tambor de Tacuari;6425;3300;Posadas;;Argentina
722;-60.70565307;-31.63735074;pharmacy;Bosch;;;;;Santiago del Estero;2724;3000;Santa Fe;Santa Fe;Argentina
723;-64.5000149;-31.42233012;pharmacy;Boschetti;;;;;;;;;;Argentina
724;-61.23060387;-30.30795014;pharmacy;Bosco;;;;;Bulevar San Martin;1389;S3070;San Cristobal;;Argentina
725;-58.41496233;-34.58561042;pharmacy;Botanico;;;;;Avenida Santa Fe;3601;C1425;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
726;-61.9721246;-33.74090635;pharmacy;Bothalmey;;;;;;;;;;Argentina
727;-54.68663011;-27.02284457;pharmacy;Botiquin de Farmacia Avenida;;;;;Avenida del Colono;;3364;Dos de Mayo;;Argentina
728;-54.74581942;-27.37687403;pharmacy;Botiquin De Farmacia San Cayetano;;;;;Avenida San Martin;;3363;Veinticinco de Mayo;;Argentina
729;-63.52342403;-36.83991012;pharmacy;Botiquin Diez;;;;;;;;;;Argentina
730;-68.78403286;-39.26107565;pharmacy;Botiquin El Chocon;;;;;Centro Comercial El Chocon;Local 1;Q8311;Villa El Chocon;;Argentina
731;-65.87792133;-28.21864871;pharmacy;Botiquin El Rodeo;;;;;;;;;;Argentina
732;-58.91610894;-29.02951553;pharmacy;Botiquin Farmaceutico Libertad;;;;;Yatay;;3445;Yatay Ti Calle;Corrientes;Argentina
733;-71.05232707;-37.87006865;pharmacy;Botiquin Farmacia ISSN;;;;;;;;;;Argentina
734;-54.95762223;-26.81967001;pharmacy;Botiquin Farmacia San Cayetano;;;;;Independencia;;3334;Garuhape;;Argentina
735;-71.18609285;-38.88030767;pharmacy;Botiquin Faro Azul;;;;;;;;;;Argentina
736;-54.19452572;-27.29770352;pharmacy;Botiquin Mocona;;;;;Avenida Rivadavia;93;3364;El Soberbio;;Argentina
737;-59.66246805;-33.68351706;pharmacy;Botta;;;;;Avenida 3 de Febrero;601;B2930;San Pedro;;Argentina
738;-60.40005474;-30.35891328;pharmacy;Botta;;;;;Estanislao Zeballos;201;S3044;Gobernador Crespo;;Argentina
739;-62.30275942;-32.66054316;pharmacy;Bottallo;;;;;;;;;;Argentina
740;-60.59436897;-30.78979097;pharmacy;Botto;;;;;Gobernador Cabal;2518;3040;San Justo;;Argentina
741;-58.30293316;-34.81184662;pharmacy;Boullosa;;;;;;;;;;Argentina
742;-66.32146684;-24.21839472;pharmacy;Boutique de Farmacia - Virgen de Guadalupe;;;;;;;;;;Argentina
743;-59.11685008;-34.5688337;pharmacy;Bouvier;;;;;21 - Ituzaingo;498;;;;Argentina
744;-64.29158044;-33.09214873;pharmacy;Bovio;;;;;;;;;;Argentina
745;-58.37218034;-34.78005104;pharmacy;Bozzola;;;;;20 de Septiembre;140;;;;Argentina
746;-60.21393073;-33.34226078;pharmacy;Bracco;;;;;;;;;;Argentina
747;-57.94041552;-34.91481838;pharmacy;Bragagnolo;;;;;Calle 57;398;;La Plata;;Argentina
748;-60.47679425;-35.12449521;pharmacy;Bragagnolo;;;;;Elizondo;;6440;Bragado;;Argentina
749;-65.33803063;-26.92588515;pharmacy;Brahim;;;;;General Manuel Belgrano;31;4128;Lules;;Argentina
750;-58.32216913;-35.51521955;pharmacy;Brambilla;;;;;Estanislao A Garay;2599;1987;Ranchos;;Argentina
751;-60.70920205;-31.60237943;pharmacy;Brambilla;;;;;Estanislao Zeballos;3731;3000;Santa Fe;Santa Fe;Argentina
752;-64.26038342;-27.78581678;pharmacy;Brandan;;;;;Tucuman;101;4200;Santiago del Estero;Santiago del Estero;Argentina
753;-57.95954268;-34.93704853;pharmacy;Brandsen;;;;;;;;;;Argentina
754;-57.95850408;-34.93821697;pharmacy;Brandsen;;;;;Calle 61;1465;;;;Argentina
755;-63.37652237;-34.12923465;pharmacy;Brange;;;;;;;;;;Argentina
756;-58.40610391;-34.63386227;pharmacy;Brasil;;;;;Avenida Brasil;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
757;-54.56902597;-25.60498178;pharmacy;Bravo;;;;;Avenida Victoria Aguirre;1033;3370;Puerto Iguazu;;Argentina
758;-58.22245457;-32.19939566;pharmacy;Bravo;;;;;Mitre;;3283;San Jose;;Argentina
759;-54.5665207;-25.61306646;pharmacy;Bravo II;;;;;El Zorzal;;3370;Puerto Iguazu;;Argentina
760;-54.56912923;-25.604891;doctor;Bravo Orthodontist Laboratorio;dentist;;;;;;;;;Argentina
761;-57.9685979;-34.91528316;pharmacy;Brea;;;;;Calle 40;;;;;Argentina
762;-65.19867998;-26.83226247;pharmacy;Bristol;;;;;24 de Setiembre de 1812;98;T4000CNB;San Miguel de Tucumán;Tucumán;Argentina
763;-58.67214091;-34.68092615;pharmacy;Brito;;;;;Fray Luis Beltran;2402;1714;Ituzaingo;Provincia de Buenos Aires;Argentina
764;-58.4394892;-34.59577691;pharmacy;Briut;;;;;;;;;;Argentina
765;-64.17882524;-31.42286387;pharmacy;Brizuela;;;;;Boulevard Arturo Illia;;;;;Argentina
766;-58.42468651;-34.6058191;pharmacy;Brocca;;;;;Teniente General Juan Domingo Peron;4101;;;;Argentina
767;-65.15717891;-31.9507558;pharmacy;Brochero;;;;;;;;;;Argentina
768;-65.0181057;-31.70616047;pharmacy;Brochero;;;;;;;;;;Argentina
769;-66.22793821;-33.22462496;pharmacy;Brugnaro Romero II;;;;;;;;;;Argentina
770;-66.29680191;-33.29546671;pharmacy;Brugnaro-Romero;;;;;;;;;;Argentina
771;-57.97468283;-34.93802435;pharmacy;Brunetti;;;;;;;;;;Argentina
772;-58.34728382;-34.7790727;pharmacy;Brunetti;;;;;Salta;2072;;;;Argentina
773;-58.53916671;-34.45811597;pharmacy;Bruno;;;;;;;;;;Argentina
774;-60.68515604;-31.61958882;pharmacy;Bruno;;;;;Avenida General Paz;5550;3000;Santa Fe;Santa Fe;Argentina
775;-57.94457755;-34.91542984;pharmacy;Bruno;;;;;Calle 5;;;La Plata;;Argentina
776;-58.38297782;-34.62708994;pharmacy;BSAS Farma;;;;;;;;;;Argentina
777;-58.40855495;-34.61522737;pharmacy;BSAS Farma;;;;;Avenida Belgrano;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
778;-58.58317891;-34.70408501;pharmacy;Buacar;;;;;Avenida Brigadier General Juan Manuel de Rosas;;;;;Argentina
779;-62.544593;-36.28000728;pharmacy;Bueno;;;;;;;;;;Argentina
780;-64.18342891;-31.42200683;pharmacy;Buenos Aires;;;;;;;;;;Argentina
781;-61.09958583;-33.8924002;pharmacy;Buenos Aires;;;;;;;B2720;Colon;;Argentina
782;-56.6784386;-36.68448926;pharmacy;Bughardt;;;;;;;;;;Argentina
783;-62.64986107;-39.37635943;doctor;Bukosky;dentist;;;;;;;;;Argentina
784;-58.41649395;-34.60350762;pharmacy;Bulnes;;;;;;;;;;Argentina
785;-60.17668943;-35.43152977;pharmacy;Burnes;;;;;Calle 14;904;6660;25 de Mayo;;Argentina
786;-58.35847677;-34.76571027;pharmacy;Busquet;;;;;Salta;501;;;;Argentina
787;-62.07044148;-38.88629092;pharmacy;Bussinelli;;;;;Saavedra;36;8109;Punta Alta;;Argentina
788;-60.90750363;-32.89766577;pharmacy;Bustamante;;;;;Bulevar Estanislao Lopez;753;S2134;Roldan;;Argentina
789;-58.55028204;-34.44481163;pharmacy;Bustelo;;;;;Avenida Presidente Teniente General Juan Domingo Peron;1801;1646;San Fernando;;Argentina
790;-56.68012312;-36.68647527;pharmacy;Bustos Souto;;;;;;;;;;Argentina
791;-65.78017082;-28.46243862;doctor;Butterfly Centro Médico Estetico;;;;;Sarmiento;141;;San Fernando del Valle de Catamarca;;Argentina
792;-60.16021932;-32.62752156;pharmacy;Buzzi;;;;;;;;;;Argentina
793;-58.6573067;-26.93098512;clinic;C I C General Vedia;;;;;;;;;;Argentina
794;-58.44980841;-34.71725307;pharmacy;C Quesada;;;;;;;;;;Argentina
795;-58.49234423;-34.83606051;pharmacy;Cabañas;;;;;;;;;;Argentina
796;-58.2743932;-34.87217604;pharmacy;Cabello;;;;;;;;;;Argentina
797;-64.2438315;-27.80784501;pharmacy;Cabildo;;;;;Juncal;441;4200;Santiago del Estero;Santiago del Estero;Argentina
798;-65.47775922;-25.27787482;pharmacy;Cabra Corral;;;;;;;;;;Argentina
799;-63.13955356;-38.89295437;pharmacy;Cabrera;;;;;Libertad;157;8136;Algarrobo;;Argentina
800;-64.47306566;-31.09211146;pharmacy;Cabrini;;;;;;;;;;Argentina
801;-64.46520293;-31.26491077;pharmacy;Cabrini;;;;;Avenida San Martin;3036;;;;Argentina
802;-65.17751525;-26.79597713;clinic;CAC N5 San Ramon;;public;;;;;;San Miguel de Tucumán;Tucumán;Argentina
803;-61.55938452;-30.94668385;pharmacy;Cagliero;;;;;Doctor Estanislao Zeballos;570;S2322;Sunchales;Santa Fe;Argentina
804;-60.65392306;-32.94235942;clinic;Cahuape;;;;;Santa Fe;2295;2000;Rosario;;Argentina
805;-61.35747738;-34.20797467;pharmacy;Caimi;;;;;General Lavalle;;6007;Arribeños;;Argentina
806;-58.95795065;-34.16411133;pharmacy;Caimmi;;;;;General Belgrano;396;2804;Campana;;Argentina
807;-64.5316073;-32.07122454;doctor;Calamuchita Salud;;;;;;;;;;Argentina
808;-58.61302846;-34.56249933;pharmacy;Calapraba;;;;;;;;;;Argentina
809;-65.21196446;-26.79199967;pharmacy;Calcagno;;;;;Avenida Francisco de Aguirre;1556;T4001FVP;San Miguel de Tucumán;Tucumán;Argentina
810;-61.09314761;-31.73388277;pharmacy;Calcaterra;;;;;San Martin;1217;S3013;San Carlos Centro;;Argentina
811;-60.63277275;-32.94815886;laboratory;Caldas;;;;;;;;;;Argentina
812;-61.08786458;-27.09164466;pharmacy;Caldero;;;;;25 de Mayo;1325;3722;Las Breñas;;Argentina
813;-58.64237132;-34.50176942;pharmacy;Calderon;;;;;Almirante Brown;;;;;Argentina
814;-67.52074862;-46.4446504;pharmacy;Caleta;;;;;;;;;;Argentina
815;-58.39268248;-34.60008965;doctor;Callao Pedicuros;;;;;Avenida Callao;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
816;-58.49852806;-35.76642854;pharmacy;Callegari;;;;;;;;;;Argentina
817;-58.73296972;-34.56069001;pharmacy;Calpe;;;;;;;;;;Argentina
818;-62.41910066;-37.01431933;pharmacy;Calvo;;;;;;;6435;Guamini;;Argentina
819;-63.23162844;-32.41651922;pharmacy;Camara de Farmacias del Centro Argentino;;;;;;;;;;Argentina
820;-58.79113292;-34.45171052;hospital;Camara Hiperbarica;;;;;Polonia;6801;;Del Viso;;Argentina
821;-65.21225891;-26.82803028;pharmacy;Camila;;;;;San Martin;1001;T4000CVU;San Miguel de Tucumán;Tucumán;Argentina
822;-58.54505047;-34.52179144;pharmacy;Caminos;;;;;Avenida de Mayo;;;;;Argentina
823;-55.75596054;-27.91839217;pharmacy;Caminos II;;;;;Alvear;482;3350;Apostoles;;Argentina
824;-61.36513308;-35.62619428;pharmacy;Camiolo;;;;;;;;;;Argentina
825;-64.25323885;-27.71574508;doctor;CAMM 25 de Mayo;;public;;;Lope de Vega;;4300;La Banda;;Argentina
826;-64.26759487;-27.74591398;doctor;CAMM Avenida;general;;;;Ecuador;159;4300;La Banda;;Argentina
827;-64.23287728;-27.71849685;doctor;CAMM Central Argentino;;;;;Romualdo Gauna;999;;La Banda;;Argentina
828;-64.2661562;-27.71101014;doctor;CAMM El Rincon;;public;;;Los Naranjos;S/N;;;;Argentina
829;-64.27332935;-27.73407001;doctor;CAMM San Fernando;general;public;;;Calle 3;788;4300;La Banda;;Argentina
830;-64.21113798;-27.74540905;doctor;CAMM Tabla Redonda;;;;;Rubia Moreno;4300;;;;Argentina
831;-61.35597912;-32.36983336;pharmacy;Campanini;;;;;;;;;;Argentina
832;-60.15475458;-32.62009301;pharmacy;Campañaro;;;;;;;;;;Argentina
833;-60.66106922;-32.95260395;pharmacy;Campo;;;;;Martin Rodriguez;1601;2000;Rosario;;Argentina
834;-54.97462015;-27.21528385;pharmacy;Campo Grande;;;;;Avenida Los Cafetales;587;3362;Campo Grande;;Argentina
835;-55.02225702;-27.45661896;pharmacy;Campo Ramon;;;;;Avenida Bicentenario;;3361;Campo Ramon;;Argentina
836;-58.94941754;-34.92574185;pharmacy;Campos;;;;;Avenida Villamayor;512;1741;General Las Heras;;Argentina
837;-64.35550427;-30.42366541;pharmacy;Campregher;;;;;;;;;;Argentina
838;-64.34997004;-30.42444518;pharmacy;Campregher;;;;;;;;;;Argentina
839;-60.71482521;-31.65631656;pharmacy;Camusso;;;;;4 de Enero;1594;3000;Santa Fe;Santa Fe;Argentina
840;-64.39867971;-32.21179802;pharmacy;Canavesio;;;;;;;;;;Argentina
841;-58.38034314;-34.59400171;pharmacy;Canciller;;;;;;;;;;Argentina
842;-58.40143067;-34.612259;pharmacy;Candela;;;;;;;;;;Argentina
843;-62.00526715;-30.70446051;pharmacy;Canello;;;;;Avenidad del Libertador;262;X2421;Morteros;;Argentina
844;-58.40334183;-34.60764502;pharmacy;Cangallo;;;;;;;;;;Argentina
845;-56.67685082;-36.70690675;pharmacy;Cano;;;;;;;;;;Argentina
846;-64.59743366;-33.62437938;pharmacy;Cano;;;;;Doctor Vicente Vaggione;253;5847;Coronel Moldes;;Argentina
847;-57.95380485;-34.92524312;pharmacy;Canolik;;;;;Calle 56;;;La Plata;;Argentina
848;-57.94461753;-34.91449484;pharmacy;Cantani;;;;;Calle 54;478;;;;Argentina
849;-55.12617862;-27.48759638;pharmacy;Cao Lopez;;;;;Avenida Sarmiento;1335;3360;Obera;;Argentina
850;-64.88362486;-24.23510471;hospital;CAP;;;;;Avenida 7 de Noviembre y Exodo Jujeño;;4500;San Pedro;;Argentina
851;-58.66616143;-34.65528348;clinic;CAP;;;;;Juncal;418;;;;Argentina
852;-61.04620225;-35.22255367;doctor;CAP Dr Jose Luis Gri;general;;;;;;;;;Argentina
853;-57.90668104;-34.86004751;clinic;CAP Dr Pascual Giudice;;public;;;;;1925;;;Argentina
854;-58.91017472;-34.46108274;clinic;CAP Juan C Sanguinetti;;public;;;;;1629;;;Argentina
855;-63.68896083;-31.91412906;clinic;CAP N° 3 UOM CBA;;;;;;;;;;Argentina
856;-58.3864113;-34.83111913;pharmacy;Capallo;;;;;Avenida Espora;299;1852;Burzaco;;Argentina
857;-59.11919617;-34.53931373;pharmacy;Caparroz;;;;;;;;;;Argentina
858;-68.3010572;-36.15568773;doctor;CAPAS 126 Agua Escondida;;;;;;;5621;Agua Escondida;;Argentina
859;-60.90800294;-32.90139622;pharmacy;Capdevilla;;;;;Bulevar Domingo Faustino Sarmiento;714;S2134;Roldan;;Argentina
860;-58.98821074;-27.46080681;pharmacy;Capital;;;;;;;;;;Argentina
861;-58.82806426;-27.47989148;pharmacy;Capital;;;;;;;;;;Argentina
862;-54.61649537;-26.40074282;pharmacy;Capital del Trabajo;;;;;Mariano Moreno;308;;;;Argentina
863;-63.24856063;-32.40586632;doctor;Capitalis Especialidades Medicas;;;;;;;;;;Argentina
864;-60.65398324;-32.94520592;pharmacy;Cappone;;;;;Bulevar Nicasio Oroño;918;2000;Rosario;;Argentina
865;-60.71599365;-31.65916641;pharmacy;Capra;;;;;4 de Enero;1301;3000;Santa Fe;Santa Fe;Argentina
866;-58.45417941;-34.79657714;pharmacy;Capria;;;;;;;;;;Argentina
867;-60.67054672;-32.96239427;pharmacy;Caprioglio;;;;;Avenida Francia;2581;2003;Rosario;;Argentina
868;-63.24304844;-32.40796523;doctor;Capriotti Centro de Ojos;;;;;;;;;;Argentina
869;-65.60500003;-27.45737207;doctor;CAPS;;;;;;;;;;Argentina
870;-65.56461652;-25.54303625;doctor;CAPS;;;;;;;;;;Argentina
871;-65.21491396;-26.78365381;clinic;CAPS;;;;;;;;;;Argentina
872;-59.08719406;-31.04902647;doctor;CAPS;;;;;;;;;;Argentina
873;-56.69529503;-27.59479597;doctor;CAPS;;;;;;;;;;Argentina
874;-55.11005041;-27.47199405;doctor;CAPS;;;;;Oncativo;;3360;Obera;;Argentina
875;-55.8474532;-27.45770542;doctor;CAPS - Santa Clara;;public;;;Uruguai;201;;Garupa;;Argentina
876;-64.96237845;-40.73403571;hospital;"CAPS ""Doctor Elvio Yorio""";;;;;;;;;;Argentina
877;-63.50280538;-31.91714001;clinic;"CAPS ""Dr Rene Favaloro""- Colonia Videla";;;;;;;;;;Argentina
878;-68.0447215;-33.29981172;doctor;CAPS 073 Orlando V Garcia Alonso;;;;;9 de Julio;76;5594;Las Catitas;;Argentina
879;-57.1183239;-29.71072721;doctor;CAPS 1;;;;;;;;;;Argentina
880;-68.86386336;-32.86381303;clinic;CAPS 1 Barrio San Martin;;public;;;Cordon del Plata Sur;;5500;Mendoza;Mendoza;Argentina
881;-58.94852243;-34.1807743;clinic;CAPS 1 Del Pino;;public;;;Necochea;;2804;Campana;;Argentina
882;-55.16910536;-27.42653044;doctor;CAPS 1 General Alvear;;;;;;;3361;General Alvear;;Argentina
883;-55.74221942;-27.47617712;doctor;CAPS 1 San Cayetano;general;;;;Avenida Amalio Diaz;;3308;Candelaria;;Argentina
884;-55.93153308;-27.36411527;doctor;CAPS 1 San Miguel;;;;;Avenida Centenario;5701;3300;Posadas;;Argentina
885;-58.92687818;-34.20055123;clinic;CAPS 10;;public;;;;;2804;;;Argentina
886;-55.82824565;-27.48076018;doctor;CAPS 10 Garupa;;;;;San Martin;87;3304;Garupa;;Argentina
887;-59.00423971;-34.14634865;clinic;CAPS 11 Bo Santa Lucia;;public;;;;;2804;;;Argentina
888;-55.92629766;-27.40402067;doctor;CAPS 11 Cecilia Griersson;;;;;;;3300;Posadas;;Argentina
889;-55.92408383;-27.40442024;doctor;CAPS 11 Cecilia Griersson;;;;;El Curupi;6550;;;;Argentina
890;-55.11760552;-27.45870647;doctor;CAPS 11 San Miguel;;;;;Genesis;;3360;Obera;;Argentina
891;-58.97725635;-34.17686196;doctor;CAPS 12;;;;;Colectora Sur;;;Campana;;Argentina
892;-58.97437977;-34.18076106;clinic;CAPS 12 San Felipe;;public;;;Dorrego;1322;2804;Campana;;Argentina
893;-55.89952335;-27.39774715;doctor;CAPS 12 Villa Flor;;;;;Estado de Israel;;3300;Posadas;;Argentina
894;-55.88475644;-27.4324919;doctor;CAPS 13 Villa Lanus;;;;;Mar Argentino;9476;;;;Argentina
895;-58.91943773;-34.2481477;clinic;CAPS 14 Las Praderas;;public;;;;;2804;;;Argentina
896;-58.82913438;-34.20203734;clinic;CAPS 15 Rio Parana;;public;;;;;2804;;;Argentina
897;-58.91206283;-34.21917926;clinic;CAPS 16 San Jacinto;;public;;;Jacinto Fernandez;313;2804;Campana;;Argentina
898;-55.94034213;-27.38451867;doctor;CAPS 16 Santa Rita;;;;;Calle 129;;3300;Posadas;;Argentina
899;-55.24214225;-27.03988213;doctor;CAPS 162 Viviendas;;;;;Ricardo Palma;;3328;Jardin America;;Argentina
900;-58.93450521;-34.20978356;clinic;CAPS 17;;public;;;Vicente de Marco;101;2804;Campana;;Argentina
901;-65.20361784;-26.77155956;clinic;Caps 17 de Agosto;;;;;;;;;;Argentina
902;-55.90143693;-27.41717833;doctor;CAPS 17 El Zaiman;;;;;Palma;;3300;Posadas;;Argentina
903;-58.94341534;-34.19493192;clinic;CAPS 18 Bo Siderca;;public;;;;;2804;;;Argentina
904;-55.85784274;-27.52635287;doctor;CAPS 18 Santa Ines;;;;;Jose Benitez;;;Garupa;;Argentina
905;-55.85792455;-27.46618087;doctor;CAPS 19 Don Santiago;;;;;Hipolito Yrigoyen;201;3304;Garupa;;Argentina
906;-68.34212786;-54.81881951;clinic;CAPS 2;;public;;;;;9410;;;Argentina
907;-57.11305621;-29.71789433;doctor;CAPS 2;;;;;;;;;;Argentina
908;-55.14290915;-27.45074802;doctor;CAPS 2 General Alvear - Zona 278;;;;;Ruta Provincial 5;;3360;Obera;;Argentina
909;-54.96343064;-27.48472407;doctor;CAPS 2 Villa Bonita / Union;;;;;Picada Internacional;;3361;Villa Bonita;;Argentina
910;-58.94423475;-34.17956605;clinic;CAPS 20 Barrio Sarmiento;;public;;;Liniers;78;2804;Campana;;Argentina
911;-58.73516327;-34.55804192;clinic;CAPS 20 De Julio;;public;;;Carlos Maria de Alvear;1889;1663;;;Argentina
912;-55.46558166;-27.14865878;doctor;CAPS 20 De Junio;;;;;;;;Corpus Christi;;Argentina
913;-55.85993931;-27.44741571;doctor;CAPS 20 Ñu Pora;;;;;Avenida Alberto Roth;701;3304;Garupa;;Argentina
914;-54.57160424;-25.63801872;doctor;CAPS 2000 Hectareas;;;;;Avenida Libertad;;3370;Puerto Iguazu;;Argentina
915;-58.91933832;-34.21512476;clinic;CAPS 21 Albizola;;public;;;;;2804;;;Argentina
916;-55.91476793;-27.41439755;doctor;CAPS 21 Barrio Independencia;;;;;Calle 65;;3300;Posadas;;Argentina
917;-58.34755456;-34.80594693;clinic;CAPS 21 Presidente Peron;;public;;;;;1849;;;Argentina
918;-55.95117565;-27.39869347;doctor;CAPS 22 Doctor Ramon Carrillo;;;;;;;;;;Argentina
919;-58.90886396;-34.28810667;clinic;CAPS 23;;public;;;Benito Quinquela Martin;124;2804;;;Argentina
920;-55.91389228;-27.43462065;doctor;CAPS 23 San Lorenzo;;;;;;;;;;Argentina
921;-55.91297303;-27.43569521;doctor;CAPS 23 San Lorenzo;;;;;Avenida Juan Manuel Fangio;;3300;Posadas;;Argentina
922;-55.93167214;-27.42875114;doctor;CAPS 25 Barrio Sur Argentino;;;;;Estrecho de San Carlos;8745;3300;Posadas;;Argentina
923;-58.95531965;-34.18428766;clinic;CAPS 25 Bo 9 De Julio;;public;;;Juan Jose Paso;1446;2804;Campana;;Argentina
924;-58.94800795;-34.19526913;clinic;CAPS 26;;public;;;Manuel Viale;;2804;Campana;;Argentina
925;-55.88600476;-27.4215334;doctor;CAPS 26 Loma Poi;;;;;Calle 35;;;;;Argentina
926;-55.921323;-27.38901732;doctor;CAPS 28 Barrio Tacuru;;;;;Bonpland;;3300;Posadas;;Argentina
927;-55.90677076;-27.39676412;doctor;CAPS 29 Cristo Rey;;;;;Gomez Portiño;;3300;Posadas;;Argentina
928;-68.31406583;-54.8024789;clinic;CAPS 3;;public;;;Gobernador Valdez;898;9410;;;Argentina
929;-55.91509248;-27.35788944;doctor;CAPS 3 Chacra 181;;;;;Avenida Malvinas Argentinas;;3300;Posadas;;Argentina
930;-58.93948322;-34.18830041;clinic;CAPS 3 De Campana;;public;;;angel Cordeu;976;2804;;;Argentina
931;-67.65999114;-53.80268717;clinic;CAPS 3 Doctor Tomas Gonzalez;;public;;;;;9420;;;Argentina
932;-56.01832677;-27.35511998;doctor;CAPS 30 Nemesio Parma;;;;;;;;Posadas;;Argentina
933;-58.24849111;-34.93474074;hospital;CAPS 32;;public;;;;;1888;;;Argentina
934;-55.95618334;-27.41410595;doctor;CAPS 32 Itaembe Mini;;;;;Avenida Isaco Abitbol;8300;3300;Posadas;;Argentina
935;-55.93742715;-27.43739372;doctor;CAPS 33 San Isidro;;;;;Avenida 192;;3300;Posadas;;Argentina
936;-55.12631432;-27.46355096;doctor;CAPS 4 - Barrio 100 Hectareas;;;;;Guatambu;;3360;Obera;;Argentina
937;-55.91110621;-27.36939402;doctor;CAPS 4 La Picada;;;;;Avenida Tambor de Tacuari;3504;3300;Posadas;;Argentina
938;-55.09565717;-27.51046967;doctor;CAPS 4 Sargento Cabral;;;;;Pedro Peczak;;;Obera;;Argentina
939;-67.73811987;-53.77136643;clinic;CAPS 4 Zully Balberdi;;public;;;;;9420;;;Argentina
940;-58.25558312;-34.93246857;hospital;CAPS 42 - Unidad Carcelaria 42;;public;;;;;1888;;;Argentina
941;-58.93867043;-34.20579311;clinic;CAPS 5;;public;;;;;2804;;;Argentina
942;-68.33714934;-54.82786777;clinic;CAPS 5;;public;;;Independencia;1089;9410;;;Argentina
943;-67.72694704;-53.77264484;clinic;CAPS 5 Doctor Ramon Carrillo;;public;;;;;9420;;;Argentina
944;-55.23738971;-27.05263847;doctor;CAPS 5 El Buen Samaritano - Timbocito;;;;;La Habana;;;Jardin America;;Argentina
945;-58.40814591;-34.86946147;clinic;CAPS 5 Rayo De Sol;;public;;;;;1854;;;Argentina
946;-55.11457907;-27.47774345;doctor;CAPS 5 Villa Blanquita;;;;;French;100;3360;Obera;;Argentina
